text,phonemes,soundex,Soundexanzahl,Phonemanzahl,AnzahlSätze,Wortanzahl,Wortlängen,VarWortlängen
Bill Badger brought the bear a bit of boiled bacon in a brown bag.,"[['B', 'IH1', 'L'], ['B', 'AE1', 'JH', 'ER0'], ['B', 'R', 'AO1', 'T'], ['DH', 'AH0'], ['B', 'EH1', 'R'], ['AH0'], ['B', 'IH1', 'T'], ['AH1', 'V'], ['B', 'OY1', 'L', 'D'], ['B', 'EY1', 'K', 'AH0', 'N'], ['IH0', 'N'], ['AH0'], ['B', 'R', 'AW1', 'N'], ['B', 'AE1', 'G']]","['B400', 'B326', 'B623', 'T000', 'B600', 'A000', 'B300', 'O100', 'B430', 'B250', 'I500', 'A000', 'B650', 'B200']","{'B400': 1, 'B326': 1, 'B623': 1, 'T000': 1, 'B600': 1, 'A000': 2, 'B300': 1, 'O100': 1, 'B430': 1, 'B250': 1, 'I500': 1, 'B650': 1, 'B200': 1}","{'B': 9, 'IH1': 2, 'L': 2, 'AE1': 2, 'JH': 1, 'ER0': 1, 'R': 3, 'AO1': 1, 'T': 2, 'DH': 1, 'AH0': 4, 'EH1': 1, 'AH1': 1, 'V': 1, 'OY1': 1, 'D': 1, 'EY1': 1, 'K': 1, 'N': 3, 'IH0': 1, 'AW1': 1, 'G': 1}",1,14,"[4, 6, 7, 3, 4, 1, 3, 2, 6, 5, 2, 1, 5, 4]",3.311224489795918
Billy's big blue badly-bleeding blister.,"[['B', 'IH1', 'L', 'IH0', 'S'], ['B', 'IH1', 'G'], ['B', 'L', 'UW1'], ['B', 'AE1', 'D', 'L', 'AY2', 'B', 'IH0', 'NG', 'D'], ['B', 'L', 'IH1', 'S', 'T', 'ER0']]","['B420', 'B200', 'B400', 'B341', 'B423']","{'B420': 1, 'B200': 1, 'B400': 1, 'B341': 1, 'B423': 1}","{'B': 6, 'IH1': 3, 'L': 4, 'IH0': 2, 'S': 2, 'G': 1, 'UW1': 1, 'AE1': 1, 'D': 2, 'AY2': 1, 'NG': 1, 'T': 1, 'ER0': 1}",1,5,"[7, 3, 4, 14, 8]",14.959999999999999
Betty Block brought back black bric-a-brac.,"[['B', 'EH1', 'T', 'IY0'], ['B', 'L', 'AA1', 'K'], ['B', 'R', 'AO1', 'T'], ['B', 'AE1', 'K'], ['B', 'L', 'AE1', 'K'], ['B', 'R', 'IH1', 'K', 'AH0', 'B', 'R', 'AH0', 'K']]","['B300', 'B420', 'B623', 'B200', 'B420', 'B621']","{'B300': 1, 'B420': 2, 'B623': 1, 'B200': 1, 'B621': 1}","{'B': 7, 'EH1': 1, 'T': 2, 'IY0': 1, 'L': 2, 'AA1': 1, 'K': 5, 'R': 3, 'AO1': 1, 'AE1': 2, 'IH1': 1, 'AH0': 2}",1,6,"[5, 5, 7, 4, 5, 12]",7.222222222222222
"Bring back the ""Brighton Belle""!","[['B', 'R', 'IH1', 'NG'], ['B', 'AE1', 'K'], ['DH', 'AH0'], ['B', 'R', 'AY1', 'T', 'AH0', 'N'], ['B', 'EH1', 'L']]","['B652', 'B200', 'T000', 'B623', 'B400']","{'B652': 1, 'B200': 1, 'T000': 1, 'B623': 1, 'B400': 1}","{'B': 4, 'R': 2, 'IH1': 1, 'NG': 1, 'AE1': 1, 'K': 1, 'DH': 1, 'AH0': 2, 'AY1': 1, 'T': 1, 'N': 1, 'EH1': 1, 'L': 1}",1,5,"[5, 4, 3, 9, 7]",4.64
I go by Blue Goose bus.,"[['AY1'], ['G', 'OW1'], ['B', 'AY1'], ['B', 'L', 'UW1'], ['G', 'UW1', 'S'], ['B', 'AH1', 'S']]","['I000', 'G000', 'B000', 'B400', 'G200', 'B200']","{'I000': 1, 'G000': 1, 'B000': 1, 'B400': 1, 'G200': 1, 'B200': 1}","{'AY1': 2, 'G': 2, 'OW1': 1, 'B': 3, 'L': 1, 'UW1': 2, 'S': 2, 'AH1': 1}",1,6,"[1, 2, 2, 4, 5, 4]",2.0
Bright blue blisters bleeding badly.,"[['B', 'R', 'AY1', 'T'], ['B', 'L', 'UW1'], ['B', 'L', 'IH1', 'S', 'T', 'ER0', 'Z'], ['B', 'L', 'IY1', 'D', 'IH0', 'NG'], ['B', 'AE1', 'D', 'L', 'IY0']]","['B623', 'B400', 'B423', 'B435', 'B340']","{'B623': 1, 'B400': 1, 'B423': 1, 'B435': 1, 'B340': 1}","{'B': 5, 'R': 1, 'AY1': 1, 'T': 2, 'L': 4, 'UW1': 1, 'IH1': 1, 'S': 1, 'ER0': 1, 'Z': 1, 'IY1': 1, 'D': 2, 'IH0': 1, 'NG': 1, 'AE1': 1, 'IY0': 1}",1,5,"[6, 4, 8, 8, 6]",2.2399999999999998
I brough the blazer braid I bought to bind the blazer blue. The braid I bought was not too bright to bind the blazer blue.,"[['AY1'], ['B', 'R', 'AW1'], ['DH', 'AH0'], ['B', 'L', 'EY1', 'Z', 'ER0'], ['B', 'R', 'EY1', 'D'], ['AY1'], ['B', 'AA1', 'T'], ['T', 'UW1'], ['B', 'AY1', 'N', 'D'], ['DH', 'AH0'], ['B', 'L', 'EY1', 'Z', 'ER0'], ['B', 'L', 'UW1'], ['DH', 'AH0'], ['B', 'R', 'EY1', 'D'], ['AY1'], ['B', 'AA1', 'T'], ['W', 'AA1', 'Z'], ['N', 'AA1', 'T'], ['T', 'UW1'], ['B', 'R', 'AY1', 'T'], ['T', 'UW1'], ['B', 'AY1', 'N', 'D'], ['DH', 'AH0'], ['B', 'L', 'EY1', 'Z', 'ER0'], ['B', 'L', 'UW1']]","['I000', 'B620', 'T000', 'B426', 'B630', 'I000', 'B230', 'T000', 'B530', 'T000', 'B426', 'B400', 'T000', 'B630', 'I000', 'B230', 'W200', 'N300', 'T000', 'B623', 'T000', 'B530', 'T000', 'B426', 'B400']","{'I000': 3, 'B620': 1, 'T000': 7, 'B426': 3, 'B630': 2, 'B230': 2, 'B530': 2, 'B400': 2, 'W200': 1, 'N300': 1, 'B623': 1}","{'AY1': 6, 'B': 13, 'R': 4, 'AW1': 1, 'DH': 4, 'AH0': 4, 'L': 5, 'EY1': 5, 'Z': 4, 'ER0': 3, 'D': 4, 'AA1': 4, 'T': 7, 'UW1': 5, 'N': 3, 'W': 1}",2,25,"[1, 6, 3, 6, 5, 1, 6, 2, 4, 3, 6, 5, 3, 5, 1, 6, 3, 3, 3, 6, 2, 4, 3, 6, 5]",2.9536
"The beet that beat the beet that beat the other beet is now beaten by a beet that beats all the beets, whether the original beet that beat the beet or the beet that beat the beet that beat the other beet!","[['DH', 'AH0'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T'], ['DH', 'AH0'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T'], ['DH', 'AH0'], ['AH1', 'DH', 'ER0'], ['B', 'IY1', 'T'], ['IH1', 'Z'], ['N', 'AW1'], ['B', 'IY1', 'T', 'AH0', 'N'], ['B', 'AY1'], ['AH0'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T', 'S'], ['AO1', 'L'], ['DH', 'AH0'], ['B', 'IY1', 'T', 'S'], ['W', 'EH1', 'DH', 'ER0'], ['DH', 'AH0'], ['ER0', 'IH1', 'JH', 'AH0', 'N', 'AH0', 'L'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T'], ['DH', 'AH0'], ['B', 'IY1', 'T'], ['AO1', 'R'], ['DH', 'AH0'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T'], ['DH', 'AH0'], ['B', 'IY1', 'T'], ['DH', 'AE1', 'T'], ['B', 'IY1', 'T'], ['DH', 'AH0'], ['AH1', 'DH', 'ER0'], ['B', 'IY1', 'T']]","['T000', 'B300', 'T300', 'B300', 'T000', 'B300', 'T300', 'B300', 'T000', 'O360', 'B300', 'I200', 'N000', 'B350', 'B000', 'A000', 'B300', 'T300', 'B320', 'A400', 'T000', 'B320', 'W360', 'T000', 'O625', 'B300', 'T300', 'B300', 'T000', 'B300', 'O600', 'T000', 'B300', 'T300', 'B300', 'T000', 'B300', 'T300', 'B300', 'T000', 'O360', 'B300']","{'T000': 9, 'B300': 14, 'T300': 6, 'O360': 2, 'I200': 1, 'N000': 1, 'B350': 1, 'B000': 1, 'A000': 1, 'B320': 2, 'A400': 1, 'W360': 1, 'O625': 1, 'O600': 1}","{'DH': 18, 'AH0': 13, 'B': 18, 'IY1': 17, 'T': 23, 'AE1': 6, 'AH1': 2, 'ER0': 4, 'IH1': 2, 'Z': 1, 'N': 3, 'AW1': 1, 'AY1': 1, 'S': 2, 'AO1': 2, 'L': 2, 'W': 1, 'EH1': 1, 'JH': 1, 'R': 1}",1,42,"[3, 4, 4, 4, 3, 4, 4, 4, 3, 5, 4, 2, 3, 6, 2, 1, 4, 4, 5, 3, 3, 6, 7, 3, 8, 4, 4, 4, 3, 4, 2, 3, 4, 4, 4, 3, 4, 4, 4, 3, 5, 5]",1.6286848072562357
"Little Boy Blue, a big blue bubble blew.","[['L', 'IH1', 'T', 'AH0', 'L'], ['B', 'OY1'], ['B', 'L', 'UW1'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'UW1'], ['B', 'AH1', 'B', 'AH0', 'L'], ['B', 'L', 'UW1']]","['L340', 'B000', 'B400', 'A000', 'B200', 'B400', 'B140', 'B400']","{'L340': 1, 'B000': 1, 'B400': 3, 'A000': 1, 'B200': 1, 'B140': 1}","{'L': 6, 'IH1': 2, 'T': 1, 'AH0': 3, 'B': 7, 'OY1': 1, 'UW1': 3, 'G': 1, 'AH1': 1}",1,8,"[6, 3, 5, 1, 3, 4, 6, 5]",2.609375
The busy bee buzzed busily around the busy beehive.,"[['DH', 'AH0'], ['B', 'IH1', 'Z', 'IY0'], ['B', 'IY1'], ['B', 'AH1', 'Z', 'D'], ['B', 'IH1', 'Z', 'AH0', 'L', 'IY0'], ['ER0', 'AW1', 'N', 'D'], ['DH', 'AH0'], ['B', 'IH1', 'Z', 'IY0'], ['B', 'IY1', 'HH', 'AY2', 'V']]","['T000', 'B200', 'B000', 'B230', 'B240', 'A653', 'T000', 'B200', 'B100']","{'T000': 2, 'B200': 2, 'B000': 1, 'B230': 1, 'B240': 1, 'A653': 1, 'B100': 1}","{'DH': 2, 'AH0': 3, 'B': 6, 'IH1': 3, 'Z': 4, 'IY0': 3, 'IY1': 2, 'AH1': 1, 'D': 2, 'L': 1, 'ER0': 1, 'AW1': 1, 'N': 1, 'HH': 1, 'AY2': 1, 'V': 1}",1,9,"[3, 4, 3, 6, 6, 6, 3, 4, 8]",2.8395061728395063
Black dog danced on the barn floor barefoot.,"[['B', 'L', 'AE1', 'K'], ['D', 'AO1', 'G'], ['D', 'AE1', 'N', 'S', 'T'], ['AA1', 'N'], ['DH', 'AH0'], ['B', 'AA1', 'R', 'N'], ['F', 'L', 'AO1', 'R'], ['B', 'EH1', 'R', 'F', 'UH2', 'T']]","['B420', 'D200', 'D523', 'O500', 'T000', 'B650', 'F460', 'B613']","{'B420': 1, 'D200': 1, 'D523': 1, 'O500': 1, 'T000': 1, 'B650': 1, 'F460': 1, 'B613': 1}","{'B': 3, 'L': 2, 'AE1': 2, 'K': 1, 'D': 2, 'AO1': 2, 'G': 1, 'N': 3, 'S': 1, 'T': 2, 'AA1': 2, 'DH': 1, 'AH0': 1, 'R': 3, 'F': 2, 'EH1': 1, 'UH2': 1}",1,8,"[5, 3, 6, 2, 3, 4, 5, 9]",4.234375
Bright blows the broom on the brook's bare brown hands.,"[['B', 'R', 'AY1', 'T'], ['B', 'L', 'OW1', 'Z'], ['DH', 'AH0'], ['B', 'R', 'UW1', 'M'], ['AA1', 'N'], ['DH', 'AH0'], ['B', 'R', 'UH1', 'K', 'S'], ['B', 'EH1', 'R'], ['B', 'R', 'AW1', 'N'], ['HH', 'AE1', 'N', 'D', 'Z']]","['B623', 'B420', 'T000', 'B650', 'O500', 'T000', 'B620', 'B600', 'B650', 'H532']","{'B623': 1, 'B420': 1, 'T000': 2, 'B650': 2, 'O500': 1, 'B620': 1, 'B600': 1, 'H532': 1}","{'B': 6, 'R': 5, 'AY1': 1, 'T': 1, 'L': 1, 'OW1': 1, 'Z': 2, 'DH': 2, 'AH0': 2, 'UW1': 1, 'M': 1, 'AA1': 1, 'N': 3, 'UH1': 1, 'K': 1, 'S': 1, 'EH1': 1, 'AW1': 1, 'HH': 1, 'AE1': 1, 'D': 1}",1,10,"[6, 5, 3, 5, 2, 3, 7, 4, 5, 6]",2.2399999999999998
Betty beat a bit of butter to make a better batter.,"[['B', 'EH1', 'T', 'IY0'], ['B', 'IY1', 'T'], ['AH0'], ['B', 'IH1', 'T'], ['AH1', 'V'], ['B', 'AH1', 'T', 'ER0'], ['T', 'UW1'], ['M', 'EY1', 'K'], ['AH0'], ['B', 'EH1', 'T', 'ER0'], ['B', 'AE1', 'T', 'ER0']]","['B300', 'B300', 'A000', 'B300', 'O100', 'B360', 'T000', 'M200', 'A000', 'B360', 'B360']","{'B300': 3, 'A000': 2, 'O100': 1, 'B360': 3, 'T000': 1, 'M200': 1}","{'B': 6, 'EH1': 2, 'T': 7, 'IY0': 1, 'IY1': 1, 'AH0': 2, 'IH1': 1, 'AH1': 2, 'V': 1, 'ER0': 3, 'UW1': 1, 'M': 1, 'EY1': 1, 'K': 1, 'AE1': 1}",1,11,"[5, 4, 1, 3, 2, 6, 2, 4, 1, 6, 7]",4.016528925619834
"""The bun is better buttered."" Billy muttered.","[['DH', 'AH0'], ['B', 'AH1', 'N'], ['IH1', 'Z'], ['B', 'EH1', 'T', 'ER0'], ['B', 'AH1', 'T', 'ER0', 'D'], ['B', 'IH1', 'L', 'IY0'], ['M', 'AH1', 'T', 'ER0', 'D']]","['T000', 'B500', 'I200', 'B360', 'B363', 'B400', 'M363']","{'T000': 1, 'B500': 1, 'I200': 1, 'B360': 1, 'B363': 1, 'B400': 1, 'M363': 1}","{'DH': 1, 'AH0': 1, 'B': 4, 'AH1': 3, 'N': 1, 'IH1': 2, 'Z': 1, 'EH1': 1, 'T': 3, 'ER0': 3, 'D': 2, 'L': 1, 'IY0': 1, 'M': 1}",2,7,"[4, 3, 2, 6, 10, 5, 9]",7.673469387755101
Billy Button buttoned his bright brown boots and blue coat before breakfast began.,"[['B', 'IH1', 'L', 'IY0'], ['B', 'AH1', 'T', 'AH0', 'N'], ['B', 'AH1', 'T', 'AH0', 'N', 'D'], ['HH', 'IH1', 'Z'], ['B', 'R', 'AY1', 'T'], ['B', 'R', 'AW1', 'N'], ['B', 'UW1', 'T', 'S'], ['AH0', 'N', 'D'], ['B', 'L', 'UW1'], ['K', 'OW1', 'T'], ['B', 'IH0', 'F', 'AO1', 'R'], ['B', 'R', 'EH1', 'K', 'F', 'AH0', 'S', 'T'], ['B', 'IH0', 'G', 'AE1', 'N']]","['B400', 'B350', 'B353', 'H200', 'B623', 'B650', 'B320', 'A530', 'B400', 'C300', 'B160', 'B621', 'B250']","{'B400': 2, 'B350': 1, 'B353': 1, 'H200': 1, 'B623': 1, 'B650': 1, 'B320': 1, 'A530': 1, 'C300': 1, 'B160': 1, 'B621': 1, 'B250': 1}","{'B': 10, 'IH1': 2, 'L': 2, 'IY0': 1, 'AH1': 2, 'T': 6, 'AH0': 4, 'N': 5, 'D': 2, 'HH': 1, 'Z': 1, 'R': 4, 'AY1': 1, 'AW1': 1, 'UW1': 2, 'S': 2, 'K': 2, 'OW1': 1, 'IH0': 2, 'F': 2, 'AO1': 1, 'EH1': 1, 'G': 1, 'AE1': 1}",1,13,"[5, 6, 8, 3, 6, 5, 5, 3, 4, 4, 6, 9, 6]",2.8520710059171597
Beautiful babbling brooks bubble between blossoming banks.,"[['B', 'Y', 'UW1', 'T', 'AH0', 'F', 'AH0', 'L'], ['B', 'AE1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['B', 'R', 'UH1', 'K', 'S'], ['B', 'AH1', 'B', 'AH0', 'L'], ['B', 'IH0', 'T', 'W', 'IY1', 'N'], ['B', 'L', 'AA1', 'S', 'AH0', 'M', 'IH0', 'NG'], ['B', 'AE1', 'NG', 'K', 'S']]","['B314', 'B145', 'B620', 'B140', 'B350', 'B425', 'B520']","{'B314': 1, 'B145': 1, 'B620': 1, 'B140': 1, 'B350': 1, 'B425': 1, 'B520': 1}","{'B': 9, 'Y': 1, 'UW1': 1, 'T': 2, 'AH0': 5, 'F': 1, 'L': 4, 'AE1': 2, 'IH0': 3, 'NG': 3, 'R': 1, 'UH1': 1, 'K': 2, 'S': 3, 'AH1': 1, 'W': 1, 'IY1': 1, 'N': 1, 'AA1': 1, 'M': 1}",1,7,"[9, 8, 6, 6, 7, 10, 6]",2.2448979591836737
Beautiful Bonnie Bliss blows blissfully beautiful bubbles.,"[['B', 'Y', 'UW1', 'T', 'AH0', 'F', 'AH0', 'L'], ['B', 'AA1', 'N', 'IY0'], ['B', 'L', 'IH1', 'S'], ['B', 'L', 'OW1', 'Z'], ['B', 'L', 'IH1', 'S', 'F', 'AH0', 'L', 'IY0'], ['B', 'Y', 'UW1', 'T', 'AH0', 'F', 'AH0', 'L'], ['B', 'AH1', 'B', 'AH0', 'L', 'Z']]","['B314', 'B500', 'B420', 'B420', 'B421', 'B314', 'B142']","{'B314': 2, 'B500': 1, 'B420': 2, 'B421': 1, 'B142': 1}","{'B': 8, 'Y': 2, 'UW1': 2, 'T': 2, 'AH0': 6, 'F': 3, 'L': 7, 'AA1': 1, 'N': 1, 'IY0': 2, 'IH1': 2, 'S': 2, 'OW1': 1, 'Z': 2, 'AH1': 1}",1,7,"[9, 6, 5, 5, 10, 9, 8]",3.673469387755102
Babbling Bert blamed Bess.,"[['B', 'AE1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['B', 'ER1', 'T'], ['B', 'L', 'EY1', 'M', 'D'], ['B', 'EH1', 'S']]","['B145', 'B630', 'B453', 'B200']","{'B145': 1, 'B630': 1, 'B453': 1, 'B200': 1}","{'B': 5, 'AE1': 1, 'AH0': 1, 'L': 2, 'IH0': 1, 'NG': 1, 'ER1': 1, 'T': 1, 'EY1': 1, 'M': 1, 'D': 1, 'EH1': 1, 'S': 1}",1,4,"[8, 4, 6, 5]",2.1875
The bootblack brought the boot back.,"[['DH', 'AH0'], ['B', 'UW1', 'T', 'B', 'L', 'AE2', 'K'], ['B', 'R', 'AO1', 'T'], ['DH', 'AH0'], ['B', 'UW1', 'T'], ['B', 'AE1', 'K']]","['T000', 'B314', 'B623', 'T000', 'B300', 'B200']","{'T000': 2, 'B314': 1, 'B623': 1, 'B300': 1, 'B200': 1}","{'DH': 2, 'AH0': 2, 'B': 5, 'UW1': 2, 'T': 3, 'L': 1, 'AE2': 1, 'K': 2, 'R': 1, 'AO1': 1, 'AE1': 1}",1,6,"[3, 9, 7, 3, 4, 5]",4.805555555555556
Barbara burned the brown bread badly.,"[['B', 'AA1', 'R', 'B', 'ER0', 'AH0'], ['B', 'ER1', 'N', 'D'], ['DH', 'AH0'], ['B', 'R', 'AW1', 'N'], ['B', 'R', 'EH1', 'D'], ['B', 'AE1', 'D', 'L', 'IY0']]","['B616', 'B653', 'T000', 'B650', 'B630', 'B340']","{'B616': 1, 'B653': 1, 'T000': 1, 'B650': 1, 'B630': 1, 'B340': 1}","{'B': 6, 'AA1': 1, 'R': 3, 'ER0': 1, 'AH0': 2, 'ER1': 1, 'N': 2, 'D': 3, 'DH': 1, 'AW1': 1, 'EH1': 1, 'AE1': 1, 'L': 1, 'IY0': 1}",1,6,"[7, 6, 3, 5, 5, 6]",1.5555555555555554
"Three blue beads in a blue bladder rattle blue beads, rattle blue bladder.","[['TH', 'R', 'IY1'], ['B', 'L', 'UW1'], ['B', 'IY1', 'D', 'Z'], ['IH0', 'N'], ['AH0'], ['B', 'L', 'UW1'], ['B', 'L', 'AE1', 'D', 'ER0'], ['R', 'AE1', 'T', 'AH0', 'L'], ['B', 'L', 'UW1'], ['B', 'IY1', 'D', 'Z'], ['R', 'AE1', 'T', 'AH0', 'L'], ['B', 'L', 'UW1'], ['B', 'L', 'AE1', 'D', 'ER0']]","['T600', 'B400', 'B320', 'I500', 'A000', 'B400', 'B436', 'R340', 'B400', 'B320', 'R340', 'B400', 'B436']","{'T600': 1, 'B400': 4, 'B320': 2, 'I500': 1, 'A000': 1, 'B436': 2, 'R340': 2}","{'TH': 1, 'R': 3, 'IY1': 3, 'B': 8, 'L': 8, 'UW1': 4, 'D': 4, 'Z': 2, 'IH0': 1, 'N': 1, 'AH0': 3, 'AE1': 4, 'ER0': 2, 'T': 2}",1,13,"[5, 4, 5, 2, 1, 4, 7, 6, 4, 6, 6, 4, 8]",3.408284023668639
The bottom of the butter bucket is the buttered bucket bottom.,"[['DH', 'AH0'], ['B', 'AA1', 'T', 'AH0', 'M'], ['AH1', 'V'], ['DH', 'AH0'], ['B', 'AH1', 'T', 'ER0'], ['B', 'AH1', 'K', 'AH0', 'T'], ['IH1', 'Z'], ['DH', 'AH0'], ['B', 'AH1', 'T', 'ER0', 'D'], ['B', 'AH1', 'K', 'AH0', 'T'], ['B', 'AA1', 'T', 'AH0', 'M']]","['T000', 'B350', 'O100', 'T000', 'B360', 'B230', 'I200', 'T000', 'B363', 'B230', 'B350']","{'T000': 3, 'B350': 2, 'O100': 1, 'B360': 1, 'B230': 2, 'I200': 1, 'B363': 1}","{'DH': 3, 'AH0': 7, 'B': 6, 'AA1': 2, 'T': 6, 'M': 2, 'AH1': 5, 'V': 1, 'ER0': 2, 'K': 2, 'IH1': 1, 'Z': 1, 'D': 1}",1,11,"[3, 6, 2, 3, 6, 6, 2, 3, 8, 6, 7]",4.198347107438017
That Blake's back brake-block broke.,"[['DH', 'AE1', 'T'], ['B', 'L', 'EY1', 'K', 'S'], ['B', 'AE1', 'K'], ['B', 'R', 'EY1', 'K', 'B', 'L', 'AO2', 'K'], ['B', 'R', 'OW1', 'K']]","['T300', 'B422', 'B200', 'B621', 'B620']","{'T300': 1, 'B422': 1, 'B200': 1, 'B621': 1, 'B620': 1}","{'DH': 1, 'AE1': 2, 'T': 1, 'B': 5, 'L': 2, 'EY1': 2, 'K': 5, 'S': 1, 'R': 2, 'AO2': 1, 'OW1': 1}",1,5,"[4, 7, 4, 11, 6]",6.640000000000001
A bootblack blacks boots with a black blacking-brush.,"[['AH0'], ['B', 'UW1', 'T', 'B', 'L', 'AE2', 'K'], ['B', 'L', 'AE1', 'K', 'S'], ['B', 'UW1', 'T', 'S'], ['W', 'IH1', 'DH'], ['AH0'], ['B', 'L', 'AE1', 'K'], ['B', 'L', 'AE1', 'K', 'IH0', 'NG', 'B', 'ER2', 'SH']]","['A000', 'B314', 'B420', 'B320', 'W300', 'A000', 'B420', 'B425']","{'A000': 2, 'B314': 1, 'B420': 2, 'B320': 1, 'W300': 1, 'B425': 1}","{'AH0': 2, 'B': 7, 'UW1': 2, 'T': 2, 'L': 4, 'AE2': 1, 'K': 4, 'AE1': 3, 'S': 2, 'W': 1, 'IH1': 1, 'DH': 1, 'IH0': 1, 'NG': 1, 'ER2': 1, 'SH': 1}",1,8,"[1, 9, 6, 5, 4, 1, 5, 15]",18.1875
The broom blooms when the bluebells bloom.,"[['DH', 'AH0'], ['B', 'R', 'UW1', 'M'], ['B', 'L', 'UW1', 'M', 'Z'], ['W', 'EH1', 'N'], ['DH', 'AH0'], ['B', 'L', 'UW1', 'B', 'EH2', 'L', 'Z'], ['B', 'L', 'UW1', 'M']]","['T000', 'B650', 'B452', 'W500', 'T000', 'B414', 'B450']","{'T000': 2, 'B650': 1, 'B452': 1, 'W500': 1, 'B414': 1, 'B450': 1}","{'DH': 2, 'AH0': 2, 'B': 5, 'R': 1, 'UW1': 4, 'M': 3, 'L': 4, 'Z': 2, 'W': 1, 'EH1': 1, 'N': 1, 'EH2': 1}",1,7,"[3, 5, 6, 4, 3, 9, 6]",3.8367346938775513
Bulb-bowls.,"[['B', 'AH1', 'L', 'B', 'OW2', 'L', 'Z']]",['B414'],{'B414': 1},"{'B': 2, 'AH1': 1, 'L': 2, 'OW2': 1, 'Z': 1}",1,1,[11],0.0
Betty Blue blows big black bubbles.,"[['B', 'EH1', 'T', 'IY0'], ['B', 'L', 'UW1'], ['B', 'L', 'OW1', 'Z'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'AH1', 'B', 'AH0', 'L', 'Z']]","['B300', 'B400', 'B420', 'B200', 'B420', 'B142']","{'B300': 1, 'B400': 1, 'B420': 2, 'B200': 1, 'B142': 1}","{'B': 7, 'EH1': 1, 'T': 1, 'IY0': 1, 'L': 4, 'UW1': 1, 'OW1': 1, 'Z': 2, 'IH1': 1, 'G': 1, 'AE1': 1, 'K': 1, 'AH1': 1, 'AH0': 1}",1,6,"[5, 4, 5, 3, 5, 8]",2.3333333333333335
The big baker bakes black bread.,"[['DH', 'AH0'], ['B', 'IH1', 'G'], ['B', 'EY1', 'K', 'ER0'], ['B', 'EY1', 'K', 'S'], ['B', 'L', 'AE1', 'K'], ['B', 'R', 'EH1', 'D']]","['T000', 'B200', 'B260', 'B220', 'B420', 'B630']","{'T000': 1, 'B200': 1, 'B260': 1, 'B220': 1, 'B420': 1, 'B630': 1}","{'DH': 1, 'AH0': 1, 'B': 5, 'IH1': 1, 'G': 1, 'EY1': 2, 'K': 3, 'ER0': 1, 'S': 1, 'L': 1, 'AE1': 1, 'R': 1, 'EH1': 1, 'D': 1}",1,6,"[3, 3, 5, 5, 5, 6]",1.25
The best blowing bugler in the Boston brass band.,"[['DH', 'AH0'], ['B', 'EH1', 'S', 'T'], ['B', 'L', 'OW1', 'IH0', 'NG'], ['B', 'Y', 'UW1', 'G', 'AH0', 'L', 'ER0'], ['IH0', 'N'], ['DH', 'AH0'], ['B', 'AA1', 'S', 'T', 'AH0', 'N'], ['B', 'R', 'AE1', 'S'], ['B', 'AE1', 'N', 'D']]","['T000', 'B230', 'B452', 'B246', 'I500', 'T000', 'B235', 'B620', 'B530']","{'T000': 2, 'B230': 1, 'B452': 1, 'B246': 1, 'I500': 1, 'B235': 1, 'B620': 1, 'B530': 1}","{'DH': 2, 'AH0': 4, 'B': 6, 'EH1': 1, 'S': 3, 'T': 2, 'L': 2, 'OW1': 1, 'IH0': 2, 'NG': 1, 'Y': 1, 'UW1': 1, 'G': 1, 'ER0': 1, 'N': 3, 'AA1': 1, 'R': 1, 'AE1': 2, 'D': 1}",1,9,"[3, 4, 7, 6, 2, 3, 6, 5, 5]",2.4691358024691357
"As the roaring rocket rose, the restless roosters rollicked.","[['AE1', 'Z'], ['DH', 'AH0'], ['R', 'AO1', 'R', 'IH0', 'NG'], ['R', 'AA1', 'K', 'AH0', 'T'], ['R', 'OW1', 'Z'], ['DH', 'AH0'], ['R', 'EH1', 'S', 'T', 'L', 'AH0', 'S'], ['R', 'UW1', 'S', 'T', 'ER0', 'Z'], ['R', 'AA1', 'L', 'AH0', 'K', 'T', 'IH0', 'D']]","['A200', 'T000', 'R652', 'R230', 'R200', 'T000', 'R234', 'R236', 'R423']","{'A200': 1, 'T000': 2, 'R652': 1, 'R230': 1, 'R200': 1, 'R234': 1, 'R236': 1, 'R423': 1}","{'AE1': 1, 'Z': 3, 'DH': 2, 'AH0': 5, 'R': 7, 'AO1': 1, 'IH0': 2, 'NG': 1, 'AA1': 2, 'K': 2, 'T': 4, 'OW1': 1, 'EH1': 1, 'S': 3, 'L': 2, 'UW1': 1, 'ER0': 1, 'D': 1}",1,9,"[2, 3, 7, 6, 5, 3, 8, 8, 10]",6.617283950617284
